type_id,name,group,market_group,race,category,meta_group
15587,Federation Navy Midshipman Insignia I,Empire Insignia Drops,Gallente Navy,Gallente,Commodity,
15588,Federation Navy Midshipman Insignia II,Empire Insignia Drops,Gallente Navy,Gallente,Commodity,
15589,Federation Navy Midshipman Insignia III,Empire Insignia Drops,Gallente Navy,Gallente,Commodity,
15590,Federation Navy Sergeant Insignia I,Empire Insignia Drops,Gallente Navy,Gallente,Commodity,
15591,Federation Navy Sergeant Major Insignia I,Empire Insignia Drops,Gallente Navy,Gallente,Commodity,
15592,Federation Navy Fleet Captain Insignia I,Empire Insignia Drops,Gallente Navy,Gallente,Commodity,
15593,Federation Navy Fleet Major Insignia I,Empire Insignia Drops,Gallente Navy,Gallente,Commodity,
15594,Federation Navy Fleet Colonel Insignia I,Empire Insignia Drops,Gallente Navy,Gallente,Commodity,
15596,Caldari Navy Midshipman Insignia I,Empire Insignia Drops,Caldari Navy,Gallente,Commodity,
15597,Caldari Navy Midshipman Insignia II,Empire Insignia Drops,Caldari Navy,Gallente,Commodity,
15598,Caldari Navy Midshipman Insignia III,Empire Insignia Drops,Caldari Navy,Gallente,Commodity,
15599,Caldari Navy Captain Insignia I,Empire Insignia Drops,Caldari Navy,Gallente,Commodity,
15600,Caldari Navy Captain Insignia II,Empire Insignia Drops,Caldari Navy,Gallente,Commodity,
15601,Caldari Navy Captain Insignia III,Empire Insignia Drops,Caldari Navy,Gallente,Commodity,
15602,Caldari Navy Commodore Insignia I,Empire Insignia Drops,Caldari Navy,Gallente,Commodity,
15604,Caldari Navy Admiral Insignia I,Empire Insignia Drops,Caldari Navy,Gallente,Commodity,
15605,Caldari Navy Vice Admiral Insignia I,Empire Insignia Drops,Caldari Navy,Gallente,Commodity,
15607,Imperial Navy Midshipman Insignia I,Empire Insignia Drops,Amarr Navy,Gallente,Commodity,
15608,Imperial Navy Midshipman Insignia II,Empire Insignia Drops,Amarr Navy,Gallente,Commodity,
15609,Imperial Navy Midshipman Insignia III,Empire Insignia Drops,Amarr Navy,Gallente,Commodity,
15610,Imperial Navy Sergeant Insignia I,Empire Insignia Drops,Amarr Navy,Gallente,Commodity,
15611,Imperial Navy Sergeant Major Insignia I,Empire Insignia Drops,Amarr Navy,Gallente,Commodity,
15612,Imperial Navy Captain Insignia I,Empire Insignia Drops,Amarr Navy,Amarr,Commodity,
15613,Imperial Navy Major Insignia I,Empire Insignia Drops,Amarr Navy,Gallente,Commodity,
15614,Imperial Navy Colonel Insignia I,Empire Insignia Drops,Amarr Navy,Gallente,Commodity,
15615,Imperial Navy General Insignia I,Empire Insignia Drops,Amarr Navy,Gallente,Commodity,
15617,Ammatar Navy Midshipman Insignia I,Empire Insignia Drops,Ammatar Navy,Gallente,Commodity,
15618,Ammatar Navy Midshipman Insignia II,Empire Insignia Drops,Ammatar Navy,Gallente,Commodity,
15619,Ammatar Navy Midshipman Insignia III,Empire Insignia Drops,Ammatar Navy,Gallente,Commodity,
15620,Ammatar Navy Sergeant Insignia I,Empire Insignia Drops,Ammatar Navy,Gallente,Commodity,
15621,Ammatar Navy Sergeant Major Insignia I,Empire Insignia Drops,Ammatar Navy,Gallente,Commodity,
15622,Ammatar Navy Captain Insignia I,Empire Insignia Drops,Ammatar Navy,Gallente,Commodity,
15623,Ammatar Navy Major Insignia I,Empire Insignia Drops,Ammatar Navy,Amarr,Commodity,
15625,Republic Fleet Midshipman Insignia I,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15626,Republic Fleet Midshipman Insignia II,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15627,Republic Fleet Midshipman Insignia III,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15628,Republic Fleet Private Insignia I,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15629,Republic Fleet Private Insignia II,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15630,Republic Fleet Captain Insignia I,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15631,Republic Fleet High Captain Insignia I,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15632,Republic Fleet Commander Insignia I,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15634,Imperial Navy Squad Leader Insignia,Empire Insignia Drops,Amarr Navy,Amarr,Commodity,
15635,Imperial Navy Raid Leader Insignia,Empire Insignia Drops,Amarr Navy,Amarr,Commodity,
15636,Imperial Navy Sergeant Elite Insignia,Empire Insignia Drops,Amarr Navy,Amarr,Commodity,
15637,Yeni Sarum's Insignia,Empire Insignia Drops,Individuals,Amarr,Commodity,
15638,Terachi Tash-Murkon's Insignia,Empire Insignia Drops,Individuals,Amarr,Commodity,
15639,Karzo Sarum's Insignia,Empire Insignia Drops,Individuals,Amarr,Commodity,
15640,Ammatar Navy Squad Leader Insignia,Empire Insignia Drops,Ammatar Navy,Amarr,Commodity,
15641,Ammatar Navy Raid Leader Insignia,Empire Insignia Drops,Ammatar Navy,Amarr,Commodity,
15642,Ammatar Navy Sergeant Elite Insignia,Empire Insignia Drops,Ammatar Navy,Amarr,Commodity,
15643,Ammatar Navy Fleet Commander Insignia,Empire Insignia Drops,Ammatar Navy,Amarr,Commodity,
15645,Jerek Zuomi's Insignia,Empire Insignia Drops,Individuals,Amarr,Commodity,
15646,Federation Navy Command Sergeant Major Insignia I,Empire Insignia Drops,Gallente Navy,Gallente,Commodity,
15647,Federation Navy Squad Leader Insignia,Empire Insignia Drops,Gallente Navy,Gallente,Commodity,
15648,Federation Navy Raid Leader Insignia,Empire Insignia Drops,Gallente Navy,Gallente,Commodity,
15649,Federation Navy Sergeant Elite Insignia,Empire Insignia Drops,Gallente Navy,Gallente,Commodity,
15650,Federation Navy Fleet Commander Insignia,Empire Insignia Drops,Gallente Navy,Gallente,Commodity,
15653,Caldari Navy Captain Elite Insignia,Empire Insignia Drops,Caldari Navy,Gallente,Commodity,
15654,Caldari Navy Squad Leader Insignia,Empire Insignia Drops,Caldari Navy,Gallente,Commodity,
15655,Caldari Navy Raid Leader Insignia,Empire Insignia Drops,Caldari Navy,Gallente,Commodity,
15656,Caldari Navy Commodore Insignia II,Empire Insignia Drops,Caldari Navy,Gallente,Commodity,
15657,Caldari Navy Fleet Commander Insignia,Empire Insignia Drops,Caldari Navy,Gallente,Commodity,
15658,Naiyon Tai's Insignia,Empire Insignia Drops,Individuals,Caldari,Commodity,
15659,Mizuma Gomi's Insignia,Empire Insignia Drops,Individuals,Gallente,Commodity,
15660,Republic Fleet Private Insignia III,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15661,Republic Fleet Commander Insignia II,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15662,Republic Fleet Squad Leader Insignia,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15663,Republic Fleet Raid Leader Insignia,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15664,Republic Fleet Navy Commander Insignia,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15666,Republic Fleet Private Elite Insignia,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15667,Kali Midez's Insignia,Empire Insignia Drops,Individuals,Minmatar,Commodity,
15668,Shaqil Dragat's Insignia,Empire Insignia Drops,Individuals,Minmatar,Commodity,
15669,Imperial Navy General Insignia II,Empire Insignia Drops,Amarr Navy,Gallente,Commodity,
15670,Imperial Navy Fleet Commander Insignia,Empire Insignia Drops,Amarr Navy,Amarr,Commodity,
15671,Ammatar Navy Colonel Insignia II,Empire Insignia Drops,Ammatar Navy,Amarr,Commodity,
15672,Ammatar Navy Major Insignia II,Empire Insignia Drops,Ammatar Navy,Amarr,Commodity,
15673,Federation Navy Fleet Colonel Insignia II,Empire Insignia Drops,Gallente Navy,Gallente,Commodity,
15674,Minmatar Freedom Fighter Insignia I,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15675,Caldari Navy Co-Processor,CPU Enhancer,CPU Upgrades,,Module,Faction
15677,Federation Navy Co-Processor,CPU Enhancer,CPU Upgrades,,Module,Faction
15681,Caldari Navy Ballistic Control System,Ballistic Control system,Ballistic Control Systems,,Module,Faction
15683,Republic Fleet Ballistic Control System,Ballistic Control system,Ballistic Control Systems,,Module,Faction
15685,Imperial Navy Thermal Coating,Armor Coating,Thermal Coatings,,Module,Faction
15687,Imperial Navy EM Coating,Armor Coating,EM Coatings,,Module,Faction
15689,Imperial Navy Explosive Coating,Armor Coating,Explosive Coatings,,Module,Faction
15691,Imperial Navy Kinetic Coating,Armor Coating,Kinetic Coatings,,Module,Faction
15693,Imperial Navy Multispectrum Coating,Armor Coating,Multispectrum Coatings,,Module,Faction
15695,Republic Fleet Thermal Coating,Armor Coating,Thermal Coatings,,Module,Faction
15697,Republic Fleet EM Coating,Armor Coating,EM Coatings,,Module,Faction
15699,Republic Fleet Explosive Coating,Armor Coating,Explosive Coatings,,Module,Faction
15701,Republic Fleet Kinetic Coating,Armor Coating,Kinetic Coatings,,Module,Faction
15703,Republic Fleet Multispectrum Coating,Armor Coating,Multispectrum Coatings,,Module,Faction
15705,Imperial Navy Thermal Armor Hardener,Armor Hardener,Thermal Armor Hardeners,,Module,Faction
15707,Imperial Navy Kinetic Armor Hardener,Armor Hardener,Kinetic Armor Hardeners,,Module,Faction
15709,Imperial Navy Explosive Armor Hardener,Armor Hardener,Explosive Armor Hardeners,,Module,Faction
15711,Imperial Navy EM Armor Hardener,Armor Hardener,EM Armor Hardeners,,Module,Faction
15713,Republic Fleet Thermal Armor Hardener,Armor Hardener,Thermal Armor Hardeners,,Module,Faction
15715,Republic Fleet Kinetic Armor Hardener,Armor Hardener,Kinetic Armor Hardeners,,Module,Faction
15717,Republic Fleet Explosive Armor Hardener,Armor Hardener,Explosive Armor Hardeners,,Module,Faction
15719,Republic Fleet EM Armor Hardener,Armor Hardener,EM Armor Hardeners,,Module,Faction
15721,Imperial Navy Thermal Energized Membrane,Energized Armor Membrane,Thermal Energized Membranes,,Module,Faction
15723,Imperial Navy EM Energized Membrane,Energized Armor Membrane,EM Energized Membranes,,Module,Faction
15725,Imperial Navy Explosive Energized Membrane,Energized Armor Membrane,Explosive Energized Membranes,,Module,Faction
15727,Imperial Navy Kinetic Energized Membrane,Energized Armor Membrane,Kinetic Energized Membranes,,Module,Faction
15729,Imperial Navy Multispectrum Energized Membrane,Energized Armor Membrane,Multispectrum Energized Membranes,,Module,Faction
15731,Federation Navy Thermal Energized Membrane,Energized Armor Membrane,Thermal Energized Membranes,,Module,Faction
15733,Federation Navy EM Energized Membrane,Energized Armor Membrane,EM Energized Membranes,,Module,Faction
15735,Federation Navy Explosive Energized Membrane,Energized Armor Membrane,Explosive Energized Membranes,,Module,Faction
15737,Federation Navy Kinetic Energized Membrane,Energized Armor Membrane,Kinetic Energized Membranes,,Module,Faction
15739,Federation Navy Multispectrum Energized Membrane,Energized Armor Membrane,Multispectrum Energized Membranes,,Module,Faction
15741,Ammatar Navy Small Armor Repairer,Armor Repair Unit,Small,Amarr,Module,Faction
15742,Ammatar Navy Medium Armor Repairer,Armor Repair Unit,Medium,Amarr,Module,Faction
15743,Ammatar Navy Large Armor Repairer,Armor Repair Unit,Large,Amarr,Module,Faction
15744,Federation Navy Small Armor Repairer,Armor Repair Unit,Small,Amarr,Module,Faction
15745,Federation Navy Medium Armor Repairer,Armor Repair Unit,Medium,Amarr,Module,Faction
15746,Federation Navy Large Armor Repairer,Armor Repair Unit,Large,Amarr,Module,Faction
15747,Republic Fleet 5MN Microwarpdrive,Propulsion Module,Microwarpdrives,Amarr,Module,Faction
15749,Republic Fleet 1MN Afterburner,Propulsion Module,Afterburners,Amarr,Module,Faction
15751,Republic Fleet 50MN Microwarpdrive,Propulsion Module,Microwarpdrives,Amarr,Module,Faction
15753,Republic Fleet 10MN Afterburner,Propulsion Module,Afterburners,Amarr,Module,Faction
15755,Republic Fleet 500MN Microwarpdrive,Propulsion Module,Microwarpdrives,Amarr,Module,Faction
15757,Republic Fleet 100MN Afterburner,Propulsion Module,Afterburners,Amarr,Module,Faction
15759,Federation Navy 5MN Microwarpdrive,Propulsion Module,Microwarpdrives,Amarr,Module,Faction
15761,Federation Navy 1MN Afterburner,Propulsion Module,Afterburners,Amarr,Module,Faction
15764,Federation Navy 50MN Microwarpdrive,Propulsion Module,Microwarpdrives,Amarr,Module,Faction
15766,Federation Navy 10MN Afterburner,Propulsion Module,Afterburners,Amarr,Module,Faction
15768,Federation Navy 500MN Microwarpdrive,Propulsion Module,Microwarpdrives,Amarr,Module,Faction
15770,Federation Navy 100MN Afterburner,Propulsion Module,Afterburners,Amarr,Module,Faction
15772,Ammatar Navy Small Capacitor Booster,Capacitor Booster,Small,,Module,Faction
15776,Ammatar Navy Medium Capacitor Booster,Capacitor Booster,Medium,,Module,Faction
15778,Ammatar Navy Heavy Capacitor Booster,Capacitor Booster,Heavy,,Module,Faction
15780,Imperial Navy Small Capacitor Booster,Capacitor Booster,Small,,Module,Faction
15784,Imperial Navy Medium Capacitor Booster,Capacitor Booster,Medium,,Module,Faction
15786,Imperial Navy Heavy Capacitor Booster,Capacitor Booster,Heavy,,Module,Faction
15788,Ammatar Navy Cap Recharger,Capacitor Recharger,Capacitor Rechargers,,Module,Faction
15790,Caldari Navy Cloaking Device,Cloaking Device,Cloaking Devices,,Module,Faction
15792,Federation Navy Tracking Computer,Tracking Computer,Tracking Computers,,Module,Faction
15794,Ammatar Navy Small Energy Neutralizer,Energy Neutralizer,Small,,Module,Faction
15796,Ammatar Navy Medium Energy Neutralizer,Energy Neutralizer,Medium,,Module,Faction
15798,Ammatar Navy Heavy Energy Neutralizer,Energy Neutralizer,Heavy,,Module,Faction
15800,Imperial Navy Small Energy Neutralizer,Energy Neutralizer,Small,,Module,Faction
15802,Imperial Navy Medium Energy Neutralizer,Energy Neutralizer,Medium,,Module,Faction
15804,Imperial Navy Heavy Energy Neutralizer,Energy Neutralizer,Heavy,,Module,Faction
15806,Republic Fleet Gyrostabilizer,Gyrostabilizer,Gyrostabilizers,,Module,Faction
15808,Ammatar Navy Heat Sink,Heat Sink,Heat Sinks,,Module,Faction
15810,Imperial Navy Heat Sink,Heat Sink,Heat Sinks,,Module,Faction
15812,Republic Fleet Overdrive Injector,Overdrive Injector System,Overdrives,Minmatar,Module,Faction
15813,Republic Fleet Nanofiber Structure,Nanofiber Internal Structure,Nanofiber Internal Structures,Minmatar,Module,Faction
15814,Caldari Navy Dual 250mm Railgun,Hybrid Weapon,Large,Caldari,Module,Faction
15815,Caldari Navy Dual 150mm Railgun,Hybrid Weapon,Medium,Caldari,Module,Faction
15816,Caldari Navy 75mm Railgun,Hybrid Weapon,Small,Caldari,Module,Faction
15817,Caldari Navy 425mm Railgun,Hybrid Weapon,Large,Caldari,Module,Faction
15818,Caldari Navy 350mm Railgun,Hybrid Weapon,Large,,Module,Faction
15820,Caldari Navy 250mm Railgun,Hybrid Weapon,Medium,Caldari,Module,Faction
15821,Caldari Navy 200mm Railgun,Hybrid Weapon,Medium,,Module,Faction
15823,Caldari Navy 150mm Railgun,Hybrid Weapon,Small,Caldari,Module,Faction
15824,Caldari Navy 125mm Railgun,Hybrid Weapon,Small,Caldari,Module,Faction
15825,Federation Navy Neutron Blaster Cannon,Hybrid Weapon,Large,Amarr,Module,Faction
15826,Federation Navy Light Neutron Blaster,Hybrid Weapon,Small,Amarr,Module,Faction
15827,Federation Navy Light Ion Blaster,Hybrid Weapon,Small,Amarr,Module,Faction
15828,Federation Navy Light Electron Blaster,Hybrid Weapon,Small,Amarr,Module,Faction
15829,Federation Navy Ion Blaster Cannon,Hybrid Weapon,Large,Amarr,Module,Faction
15830,Federation Navy Heavy Neutron Blaster,Hybrid Weapon,Medium,Amarr,Module,Faction
15831,Federation Navy Heavy Ion Blaster,Hybrid Weapon,Medium,Amarr,Module,Faction
15832,Federation Navy Heavy Electron Blaster,Hybrid Weapon,Medium,Amarr,Module,Faction
15833,Federation Navy Electron Blaster Cannon,Hybrid Weapon,Large,Amarr,Module,Faction
15834,Federation Navy Dual 250mm Railgun,Hybrid Weapon,Large,Caldari,Module,Faction
15835,Federation Navy Dual 150mm Railgun,Hybrid Weapon,Medium,Caldari,Module,Faction
15836,Federation Navy 75mm Railgun,Hybrid Weapon,Small,Caldari,Module,Faction
15837,Federation Navy 425mm Railgun,Hybrid Weapon,Large,Caldari,Module,Faction
15838,Federation Navy 350mm Railgun,Hybrid Weapon,Large,,Module,Faction
15840,Federation Navy 250mm Railgun,Hybrid Weapon,Medium,Caldari,Module,Faction
15841,Federation Navy 200mm Railgun,Hybrid Weapon,Medium,,Module,Faction
15843,Federation Navy 150mm Railgun,Hybrid Weapon,Small,Caldari,Module,Faction
15844,Federation Navy 125mm Railgun,Hybrid Weapon,Small,Caldari,Module,Faction
15845,Ammatar Navy Tachyon Beam Laser,Energy Weapon,Large,Amarr,Module,Faction
15846,Ammatar Navy Quad Beam Laser,Energy Weapon,Medium,Amarr,Module,Faction
15847,Ammatar Navy Mega Pulse Laser,Energy Weapon,Large,Amarr,Module,Faction
15848,Ammatar Navy Mega Beam Laser,Energy Weapon,Large,Amarr,Module,Faction
15849,Ammatar Navy Small Focused Pulse Laser,Energy Weapon,Small,Amarr,Module,Faction
15850,Ammatar Navy Small Focused Beam Laser,Energy Weapon,Small,Amarr,Module,Faction
15851,Ammatar Navy Heavy Pulse Laser,Energy Weapon,Medium,Amarr,Module,Faction
15852,Ammatar Navy Heavy Beam Laser,Energy Weapon,Medium,Amarr,Module,Faction
15853,Ammatar Navy Gatling Pulse Laser,Energy Weapon,Small,Amarr,Module,Faction
15854,Ammatar Navy Focused Medium Pulse Laser,Energy Weapon,Medium,Amarr,Module,Faction
15855,Ammatar Navy Focused Medium Beam Laser,Energy Weapon,Medium,Amarr,Module,Faction
15856,Ammatar Navy Dual Light Pulse Laser,Energy Weapon,Small,Amarr,Module,Faction
15857,Ammatar Navy Dual Light Beam Laser,Energy Weapon,Small,Amarr,Module,Faction
15858,Ammatar Navy Dual Heavy Pulse Laser,Energy Weapon,Large,Amarr,Module,Faction
15859,Ammatar Navy Dual Heavy Beam Laser,Energy Weapon,Large,Amarr,Module,Faction
15860,Imperial Navy Tachyon Beam Laser,Energy Weapon,Large,Amarr,Module,Faction
15861,Imperial Navy Quad Beam Laser,Energy Weapon,Medium,Amarr,Module,Faction
15862,Imperial Navy Mega Pulse Laser,Energy Weapon,Large,Amarr,Module,Faction
15863,Imperial Navy Mega Beam Laser,Energy Weapon,Large,Amarr,Module,Faction
15864,Imperial Navy Small Focused Pulse Laser,Energy Weapon,Small,Amarr,Module,Faction
15865,Imperial Navy Small Focused Beam Laser,Energy Weapon,Small,Amarr,Module,Faction
15866,Imperial Navy Heavy Pulse Laser,Energy Weapon,Medium,Amarr,Module,Faction
15867,Imperial Navy Heavy Beam Laser,Energy Weapon,Medium,Amarr,Module,Faction
15868,Imperial Navy Gatling Pulse Laser,Energy Weapon,Small,Amarr,Module,Faction
15869,Imperial Navy Focused Medium Pulse Laser,Energy Weapon,Medium,Amarr,Module,Faction
15870,Imperial Navy Focused Medium Beam Laser,Energy Weapon,Medium,Amarr,Module,Faction
15871,Imperial Navy Dual Light Pulse Laser,Energy Weapon,Small,Amarr,Module,Faction
15872,Imperial Navy Dual Light Beam Laser,Energy Weapon,Small,Amarr,Module,Faction
15873,Imperial Navy Dual Heavy Pulse Laser,Energy Weapon,Large,Amarr,Module,Faction
15874,Imperial Navy Dual Heavy Beam Laser,Energy Weapon,Large,Amarr,Module,Faction
15875,Ammatar Navy Small Energy Nosferatu,Energy Nosferatu,Small,,Module,Faction
15877,Ammatar Navy Medium Energy Nosferatu,Energy Nosferatu,Medium,,Module,Faction
15879,Ammatar Navy Heavy Energy Nosferatu,Energy Nosferatu,Heavy,,Module,Faction
15881,Imperial Navy Small Energy Nosferatu,Energy Nosferatu,Small,,Module,Faction
15883,Imperial Navy Medium Energy Nosferatu,Energy Nosferatu,Medium,,Module,Faction
15885,Imperial Navy Heavy Energy Nosferatu,Energy Nosferatu,Heavy,,Module,Faction
15887,Caldari Navy Warp Scrambler,Warp Scrambler,Warp Scramblers,,Module,Faction
15889,Caldari Navy Warp Disruptor,Warp Scrambler,Warp Disruptors,,Module,Faction
15891,Republic Fleet Warp Disruptor,Warp Scrambler,Warp Disruptors,,Module,Faction
15893,Republic Fleet Warp Scrambler,Warp Scrambler,Warp Scramblers,,Module,Faction
15895,Federation Navy Magnetic Field Stabilizer,Magnetic Field Stabilizer,Magnetic Field Stabilizers,,Module,Faction
15897,Caldari Navy X-Large Shield Booster,Shield Booster,Extra Large,Caldari,Module,Faction
15898,Caldari Navy Small Shield Booster,Shield Booster,Small,Caldari,Module,Faction
15899,Caldari Navy Medium Shield Booster,Shield Booster,Medium,Caldari,Module,Faction
15900,Caldari Navy Large Shield Booster,Shield Booster,Large,Caldari,Module,Faction
15901,Republic Fleet X-Large Shield Booster,Shield Booster,Extra Large,Caldari,Module,Faction
15902,Republic Fleet Small Shield Booster,Shield Booster,Small,Caldari,Module,Faction
15903,Republic Fleet Medium Shield Booster,Shield Booster,Medium,Caldari,Module,Faction
15904,Republic Fleet Large Shield Booster,Shield Booster,Large,Caldari,Module,Faction
15905,Caldari Navy Shield Boost Amplifier,Shield Boost Amplifier,Boost Amplifiers,,Module,Faction
15907,Republic Fleet Shield Boost Amplifier,Shield Boost Amplifier,Boost Amplifiers,,Module,Faction
15909,Caldari Navy EM Shield Amplifier,Shield Resistance Amplifier,EM Shield Amplifiers,,Module,Faction
15911,Caldari Navy Kinetic Shield Amplifier,Shield Resistance Amplifier,Kinetic Shield Amplifiers,,Module,Faction
15913,Caldari Navy Thermal Shield Amplifier,Shield Resistance Amplifier,Thermal Shield Amplifiers,,Module,Faction
15915,Caldari Navy Explosive Shield Amplifier,Shield Resistance Amplifier,Explosive Shield Amplifiers,,Module,Faction
15917,Republic Fleet EM Shield Amplifier,Shield Resistance Amplifier,EM Shield Amplifiers,,Module,Faction
15919,Republic Fleet Kinetic Shield Amplifier,Shield Resistance Amplifier,Kinetic Shield Amplifiers,,Module,Faction
15921,Republic Fleet Thermal Shield Amplifier,Shield Resistance Amplifier,Thermal Shield Amplifiers,,Module,Faction
15923,Republic Fleet Explosive Shield Amplifier,Shield Resistance Amplifier,Explosive Shield Amplifiers,,Module,Faction
15925,Caldari Navy Small Graviton Smartbomb,Smart Bomb,Small,,Module,Faction
15927,Caldari Navy Micro Graviton Smartbomb,Smart Bomb,Micro,,Module,Faction
15929,Caldari Navy Medium Graviton Smartbomb,Smart Bomb,Medium,,Module,Faction
15931,Caldari Navy Large Graviton Smartbomb,Smart Bomb,Large,,Module,Faction
15933,Republic Fleet Micro Proton Smartbomb,Smart Bomb,Micro,,Module,Faction
15935,Republic Fleet Small Proton Smartbomb,Smart Bomb,Small,,Module,Faction
15937,Republic Fleet Medium Proton Smartbomb,Smart Bomb,Medium,,Module,Faction
15939,Republic Fleet Large Proton Smartbomb,Smart Bomb,Large,,Module,Faction
15941,Ammatar Navy Small EMP Smartbomb,Smart Bomb,Small,,Module,Faction
15943,Ammatar Navy Micro EMP Smartbomb,Smart Bomb,Micro,,Module,Faction
15945,Ammatar Navy Medium EMP Smartbomb,Smart Bomb,Medium,,Module,Faction
15947,Ammatar Navy Large EMP Smartbomb,Smart Bomb,Large,,Module,Faction
15949,Federation Navy Small Plasma Smartbomb,Smart Bomb,Small,,Module,Faction
15951,Federation Navy Micro Plasma Smartbomb,Smart Bomb,Micro,,Module,Faction
15953,Federation Navy Medium Plasma Smartbomb,Smart Bomb,Medium,,Module,Faction
15955,Federation Navy Large Plasma Smartbomb,Smart Bomb,Large,,Module,Faction
15957,Imperial Navy Small EMP Smartbomb,Smart Bomb,Small,,Module,Faction
15959,Imperial Navy Micro EMP Smartbomb,Smart Bomb,Micro,,Module,Faction
15961,Imperial Navy Medium EMP Smartbomb,Smart Bomb,Medium,,Module,Faction
15963,Imperial Navy Large EMP Smartbomb,Smart Bomb,Large,,Module,Faction
15965,Republic Fleet Tracking Enhancer,Tracking Enhancer,Tracking Enhancers,,Module,Faction
15967,Federation Navy Remote Tracking Computer,Remote Tracking Computer,Remote Tracking Computers,,Module,Faction
15979,Ammatar Slave Trader Insignia,Empire Insignia Drops,Ammatar Navy,Amarr,Commodity,
15980,Amarr Empire Slave Trader Insignia,Empire Insignia Drops,Individuals,Amarr,Commodity,
15981,Khanid Slave Trader Insignia,Empire Insignia Drops,Khanid Navy,Amarr,Commodity,
15992,Imperial Navy Sergeant Insignia II,Empire Insignia Drops,Amarr Navy,Gallente,Commodity,
15993,Ammatar Navy Sergeant Insignia II,Empire Insignia Drops,Ammatar Navy,Minmatar,Commodity,
15994,Federation Navy Sergeant Insignia II,Empire Insignia Drops,Gallente Navy,Gallente,Commodity,
15996,Caldari Navy Captain Insignia IV,Empire Insignia Drops,Caldari Navy,Caldari,Commodity,
15997,Republic Fleet Private Insignia IV,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15998,Republic Fleet Private Insignia V,Empire Insignia Drops,Minmatar Fleet,Minmatar,Commodity,
15999,Caldari Navy Captain Insignia V,Empire Insignia Drops,Caldari Navy,Gallente,Commodity,
16000,Imperial Navy Sergeant Insignia III,Empire Insignia Drops,Amarr Navy,Gallente,Commodity,
16001,Ammatar Navy Sergeant Insignia III,Empire Insignia Drops,Ammatar Navy,Minmatar,Commodity,
16002,Federation Navy Sergeant Insignia III,Empire Insignia Drops,Gallente Navy,Gallente,Commodity,
16003,Eifyr and Co. 'Rogue' Navigation NN-605,Cyber Navigation,Implant Slot 06,,Implant,
16004,Eifyr and Co. 'Rogue' Evasive Maneuvering EM-705,Cyber Navigation,Implant Slot 07,,Implant,
16005,Eifyr and Co. 'Rogue' Fuel Conservation FC-805,Cyber Navigation,Implant Slot 08,,Implant,
16006,Eifyr and Co. 'Rogue' High Speed Maneuvering HS-905,Cyber Navigation,Implant Slot 09,,Implant,
16008,Eifyr and Co. 'Rogue' Acceleration Control AC-603,Cyber Navigation,Implant Slot 06,,Implant,
16009,Eifyr and Co. 'Rogue' Acceleration Control AC-605,Cyber Navigation,Implant Slot 06,,Implant,
16046,Republic Fleet 125mm Autocannon,Projectile Weapon,Small,Minmatar,Module,Faction
16047,Republic Fleet 1200mm Artillery,Projectile Weapon,Large,Minmatar,Module,Faction
16048,Republic Fleet 1400mm Howitzer Artillery,Projectile Weapon,Large,Minmatar,Module,Faction
16049,Republic Fleet 150mm Autocannon,Projectile Weapon,Small,Minmatar,Module,Faction
16050,Republic Fleet 200mm Autocannon,Projectile Weapon,Small,Minmatar,Module,Faction
16051,Republic Fleet 220mm Autocannon,Projectile Weapon,Medium,Minmatar,Module,Faction
16052,Republic Fleet 250mm Artillery,Projectile Weapon,Small,Minmatar,Module,Faction
16053,Republic Fleet 280mm Howitzer Artillery,Projectile Weapon,Small,Minmatar,Module,Faction
16054,Republic Fleet 425mm Autocannon,Projectile Weapon,Medium,Minmatar,Module,Faction
16055,Republic Fleet 650mm Artillery,Projectile Weapon,Medium,Minmatar,Module,Faction
16056,Republic Fleet 720mm Howitzer Artillery,Projectile Weapon,Medium,Minmatar,Module,Faction
16057,Republic Fleet 800mm Repeating Cannon,Projectile Weapon,Large,Minmatar,Module,Faction
16058,Republic Fleet Dual 180mm Autocannon,Projectile Weapon,Medium,,Module,Faction
16059,Republic Fleet Dual 425mm Autocannon,Projectile Weapon,Large,Minmatar,Module,Faction
16060,Republic Fleet Dual 650mm Repeating Cannon,Projectile Weapon,Large,Minmatar,Module,Faction
16061,Caldari Navy Rapid Light Missile Launcher,Missile Launcher Rapid Light,Rapid Light Missile Launchers,Caldari,Module,Faction
